_group_key,input_reactants,input_reagents,product_1_canonical_smiles,product_2_canonical_smiles,input_boronic_acid,input_sulfonamide,input_base,input_catalyst,input_solvent,_group_key_sampled,_subset_file,_subset_order,umap_x,umap_y
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,O=P([O-])([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-20.633547,20.645727
COc1cccc2c(S(N)(=O)=O)cccc12,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(B(O)O)cc1,COc1cccc2c(S(N)(=O)=O)cccc12,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CCOC(C)=O,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,train_rows_1000.csv,5,-19.241999,1.5880744
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.CCOC(=O)c1ccccc1S(N)(=O)=O,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,CCOC(=O)c1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,CCOC(=O)c1ccccc1S(N)(=O)=O,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,CCOC(=O)c1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-11.938908,-13.552639
CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,COc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,O=C([O-])[O-].[K+].O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,COc1ccc(B(O)O)cc1,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],ClCCCl,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-0.48532593,11.553401
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-20.58268,20.594646
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,train_rows_1000.csv,5,-18.573092,-7.052091
CN(C)CCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.CN(C)CCS(N)(=O)=O,CC(=O)[O-].[Cu+2].CO,CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,CN(C)CCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,CN(C)CCS(N)(=O)=O,,CC(=O)[O-].CC(=O)[O-].[Cu+2],CO,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,21.318161,17.193499
N#CCCCS(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.N#CCCCS(N)(=O)=O,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,N#CCCCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,N#CCCCS(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,N#CCCCS(N)(=O)=O,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,N#CCCCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,17.37231,25.430233
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CN(C)c1ccncc1.CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_1000.csv,5,3.0506573,20.476105
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_1000.csv,5,-18.544607,-11.0009365
NS(=O)(=O)c1cccc(F)n1,OB(O)c1ccc(C(F)(F)F)cc1.NS(=O)(=O)c1cccc(F)n1,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1cccc(F)n1,O=S(=O)(c1cccc(F)n1)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,NS(=O)(=O)c1cccc(F)n1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,NS(=O)(=O)c1cccc(F)n1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,25.700186,7.8557405
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,13.215215,13.244046
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CC#N,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,train_rows_1000.csv,5,-5.6945047,8.956402
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-0.95504683,3.5868447
COC(=O)c1oc(S(N)(=O)=O)cc1C,COc1ccc(B(O)O)cc1.COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,COC(=O)c1oc(S(=O)(=O)Nc2ccc(OC)cc2)cc1C,COC(=O)c1oc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1C,COc1ccc(B(O)O)cc1,COC(=O)c1oc(S(N)(=O)=O)cc1C,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,COC(=O)c1oc(S(N)(=O)=O)cc1C.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-0.90333885,3.4206421
COCCOc1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.COCCOc1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,COCCOc1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,COCCOc1ccccc1S(N)(=O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,COCCOc1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,5.310119,10.992435
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,O=C([O-])[O-].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClCCCl,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,12.933163,13.320058
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.CCOC(=O)c1ccccc1S(N)(=O)=O,O=C([O-])[O-].[Cs+].CC(=O)[O-].[Cu+2].ClCCCl,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,CCOC(=O)c1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,CCOC(=O)c1ccccc1S(N)(=O)=O,O=C([O-])[O-].[Cs+].[Cs+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,CCOC(=O)c1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-12.0450735,-13.450963
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(CC)CC.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(CC)CC,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CCOC(C)=O,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,13.362278,-15.372854
COc1cccc2c(S(N)(=O)=O)cccc12,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].ClCCCl,COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(B(O)O)cc1,COc1cccc2c(S(N)(=O)=O)cccc12,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClCCCl,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,train_rows_1000.csv,5,-19.31085,1.5192161
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_1000.csv,5,2.8856354,20.643377
Cc1cc(CS(N)(=O)=O)no1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CC#N,Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,Cc1cc(CS(=O)(=O)N(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)no1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1cc(CS(N)(=O)=O)no1,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CC#N,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,13.057081,13.395432
NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C.CC(=O)[O-].[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],CCOC(C)=O,COc1ccc(B(O)O)cc1.NS(=O)(=O)Cc1cccc(C(F)(F)F)c1,train_rows_1000.csv,5,2.9333117,20.506073
CN(C)CCS(N)(=O)=O,COc1ccc(B(O)O)cc1.CN(C)CCS(N)(=O)=O,CCN(CC)CC.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCOC(C)=O,COc1ccc(NS(=O)(=O)CCN(C)C)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)CCN(C)C)cc1,COc1ccc(B(O)O)cc1,CN(C)CCS(N)(=O)=O,CCN(CC)CC,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CCOC(C)=O,CN(C)CCS(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-0.1929649,29.160622
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-20.485973,20.498148
CCOC(=O)c1ccccc1S(N)(=O)=O,COc1ccc(B(O)O)cc1.CCOC(=O)c1ccccc1S(N)(=O)=O,CN(C)c1ccncc1.CC(=O)[O-].[Cu+2].CC#N,CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,CCOC(=O)c1ccccc1S(=O)(=O)N(c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(B(O)O)cc1,CCOC(=O)c1ccccc1S(N)(=O)=O,CN(C)c1ccncc1,CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,CCOC(=O)c1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-11.814036,-13.592774
Cc1cc(CS(N)(=O)=O)no1,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].CC#N.F[P-](F)(F)(F)(F)F.[Cu+],COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)Cc2cc(C)on2)cc1,COc1ccc(B(O)O)cc1,Cc1cc(CS(N)(=O)=O)no1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CC#N,COc1ccc(B(O)O)cc1.Cc1cc(CS(N)(=O)=O)no1,train_rows_1000.csv,5,-11.301122,16.415012
COc1cccc2c(S(N)(=O)=O)cccc12,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,O=P([O-])([O-])[O-].[K+].CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cccc3c(OC)cccc23)cc1,COc1ccc(B(O)O)cc1,COc1cccc2c(S(N)(=O)=O)cccc12,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.COc1cccc2c(S(N)(=O)=O)cccc12,train_rows_1000.csv,5,-19.272144,1.5579854
COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,COc1ccc(B(O)O)cc1.COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CN(C)c1ccncc1.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CO,COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,COC(=O)c1cc(Br)cc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)c1,COc1ccc(B(O)O)cc1,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1,CN(C)c1ccncc1,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],CO,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,3.3685505,-7.760695
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].CC(=O)[O-].[Cu+2].ClCCCl,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N(c3ccc(C(F)(F)F)cc3)c3ccc(C(F)(F)F)cc3)cc2)cc1,OB(O)c1ccc(C(F)(F)F)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,13.430762,-15.367614
CCOc1ccc(S(N)(=O)=O)cc1OCC,COc1ccc(B(O)O)cc1.CCOc1ccc(S(N)(=O)=O)cc1OCC,O=C([O-])[O-].[K+].CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,CCOc1ccc(S(=O)(=O)N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1OCC,COc1ccc(B(O)O)cc1,CCOc1ccc(S(N)(=O)=O)cc1OCC,O=C([O-])[O-].[K+].[K+],CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1,train_rows_1000.csv,5,-20.60765,20.619783
NS(=O)(=O)c1ccc2c(c1)CCC2,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].CC(=O)[O-].[Cu+2].CC#N,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2ccc3c(c2)CCC3)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1ccc2c(c1)CCC2,O=C([O-])[O-].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Cu+2],CC#N,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1ccc2c(c1)CCC2,train_rows_1000.csv,5,-18.48483,-11.098574
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,CCN(C(C)C)C(C)C.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,CCN(C(C)C)C(C)C,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,train_rows_1000.csv,5,-5.656788,8.918459
NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,CC(=O)[O-].[Cu+2].ClCCCl,COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(N(c2ccc(OC)cc2)S(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,COc1ccc(B(O)O)cc1,NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClCCCl,COc1ccc(B(O)O)cc1.NS(=O)(=O)c1cc(Cl)c(F)cc1Cl,train_rows_1000.csv,5,-5.816056,9.077881
COCCOc1ccccc1S(N)(=O)=O,OB(O)c1ccc(C(F)(F)F)cc1.COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC.CN(C)CCN(C)C.[Cl-].[Cu+2].[OH-].CO,COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(=O)(=O)N(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1,COCCOc1ccccc1S(N)(=O)=O,CCN(CC)CC,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],CO,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1,train_rows_1000.csv,5,21.16709,1.8781238
