input_reaction_separated,input_reaction_combined,product_1_tokenized,product_2_tokenized
c 1 c ( c 2 c ( n 1 C ) c c c c 2 ) S ( = O ) ( N ) = O . c 1 c ( B ( O ) O ) c c c ( c 1 ) O C > O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [Cu+2] . C C N ( C ( C ) C ) C ( C ) C . Cl C C Cl,Cl C C Cl . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . F C ( F ) ( S ( = O ) ( = O ) [O-] ) F . [Cu+2] . c 1 c ( B ( O ) O ) c c c ( c 1 ) O C . c 1 c ( c 2 c ( n 1 C ) c c c c 2 ) S ( = O ) ( N ) = O . C C N ( C ( C ) C ) C ( C ) C,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c n ( C ) c 3 c c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c n ( C ) c 3 c c c c c 2 3 ) c c 1
C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1 . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . Cl C C Cl . C C N ( C ( C ) C ) C ( C ) C,O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1 . C C N ( C ( C ) C ) C ( C ) C . Cl C C Cl,C c 1 c c ( C S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1,C c 1 c c ( C S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1
F C ( F ) ( c 1 c c ( c c c 1 ) C S ( N ) ( = O ) = O ) F . c 1 c c ( c c c 1 B ( O ) O ) O C > Cl C C Cl . O = C ( [O-] ) [O-] . [K+] . [K+] . O = C ( [O-] ) C . C ( C ) ( [O-] ) = O . [Cu+2],F C ( F ) ( c 1 c c ( c c c 1 ) C S ( N ) ( = O ) = O ) F . O = C ( [O-] ) C . C ( C ) ( [O-] ) = O . [Cu+2] . Cl C C Cl . O = C ( [O-] ) [O-] . [K+] . [K+] . c 1 c c ( c c c 1 B ( O ) O ) O C,C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1
F C ( c 1 c c c ( B ( O ) O ) c c 1 ) ( F ) F . C ( c 1 o c ( c c 1 C ) S ( = O ) ( = O ) N ) ( = O ) O C > C ( C ) # N . N # C C . N # C C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O = C ( [O-] ) [O-] . [K+] . [K+] . C C # N,C C # N . O = C ( [O-] ) [O-] . [K+] . [K+] . F C ( c 1 c c c ( B ( O ) O ) c c 1 ) ( F ) F . C ( C ) # N . N # C C . N # C C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C ( c 1 o c ( c c 1 C ) S ( = O ) ( = O ) N ) ( = O ) O C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C
c 1 c c ( I ) c ( c c 1 ) S ( = O ) ( = O ) N . O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O > C C # N . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C ( = O ) ( [O-] ) C . [O-] C ( C ) = O . [Cu+2],O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O . C ( = O ) ( [O-] ) C . [O-] C ( C ) = O . [Cu+2] . c 1 c c ( I ) c ( c c 1 ) S ( = O ) ( = O ) N . C C # N . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c c 1 I,O = S ( = O ) ( c 1 c c c c c 1 I ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 c c ( B ( O ) O ) c c c 1 C ( F ) ( F ) F . c 1 ( S ( N ) ( = O ) = O ) c ( c c c c 1 ) O C C O C > Cl C C Cl . [K+] . [OH-] . C ( = O ) ( C ) [O-] . O = C ( C ) [O-] . [Cu+2],c 1 c c ( B ( O ) O ) c c c 1 C ( F ) ( F ) F . [K+] . [OH-] . Cl C C Cl . C ( = O ) ( C ) [O-] . O = C ( C ) [O-] . [Cu+2] . c 1 ( S ( N ) ( = O ) = O ) c ( c c c c 1 ) O C C O C,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C C O C ( = O ) c 1 c c c c c 1 S ( N ) ( = O ) = O . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > C C # N . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C N ( C C ) C C,O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C C O C ( = O ) c 1 c c c c c 1 S ( N ) ( = O ) = O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C N ( C C ) C C . C C # N,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 ( c c c ( B ( O ) O ) c c 1 ) C ( F ) ( F ) F . O ( C C ) C ( c 1 c ( S ( = O ) ( N ) = O ) c c c c 1 ) = O > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C O . C N ( C ) C C N ( C ) C . N ( C ) ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . O ( C C ) C ( c 1 c ( S ( = O ) ( N ) = O ) c c c c 1 ) = O . c 1 ( c c c ( B ( O ) O ) c c 1 ) C ( F ) ( F ) F . C N ( C ) C C N ( C ) C . N ( C ) ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 ( C ( F ) ( F ) F ) c c c ( B ( O ) O ) c c 1 . S ( N ) ( = O ) ( c 1 c c c c c 1 O C C O C ) = O > N ( C C N ( C ) C ) ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . Cl C C Cl . C C N ( C ( C ) C ) C ( C ) C,C C N ( C ( C ) C ) C ( C ) C . N ( C C N ( C ) C ) ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . Cl C C Cl . c 1 ( C ( F ) ( F ) F ) c c c ( B ( O ) O ) c c 1 . S ( N ) ( = O ) ( c 1 c c c c c 1 O C C O C ) = O,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
N S ( C C C C # N ) ( = O ) = O . F C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) F > C C # N . C ( C ) # N . N # C C . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C # N,N S ( C C C C # N ) ( = O ) = O . C C # N . C ( C ) # N . N # C C . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C # N . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . F C ( c 1 c c c ( c c 1 ) B ( O ) O ) ( F ) F,N # C C C C S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,N # C C C C S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 c c c ( S ( N ) ( = O ) = O ) n c 1 F . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > Cl C C Cl . C C ( C ) ( C ) C ( = O ) [O-] . [Cs+] . C ( = O ) ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2],C C ( C ) ( C ) C ( = O ) [O-] . [Cs+] . c 1 c c c ( S ( N ) ( = O ) = O ) n c 1 F . C ( = O ) ( [O-] ) C . C ( C ) ( = O ) [O-] . [Cu+2] . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . Cl C C Cl,O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c ( F ) n 1,O = S ( = O ) ( c 1 c c c c ( F ) n 1 ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 c ( c c c ( c 1 ) B ( O ) O ) C ( F ) ( F ) F . c 1 c c c ( c ( I ) c 1 ) S ( = O ) ( N ) = O > C C # N . S ( [O-] ) ( = O ) ( = O ) C ( F ) ( F ) F . [O-] S ( C ( F ) ( F ) F ) ( = O ) = O . [Cu+2] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],S ( [O-] ) ( = O ) ( = O ) C ( F ) ( F ) F . [O-] S ( C ( F ) ( F ) F ) ( = O ) = O . [Cu+2] . c 1 c c c ( c ( I ) c 1 ) S ( = O ) ( N ) = O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . c 1 c ( c c c ( c 1 ) B ( O ) O ) C ( F ) ( F ) F . C C # N,O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c c 1 I,O = S ( = O ) ( c 1 c c c c c 1 I ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C O C ( C ) = O . C C N ( C C ) C C,O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . C C N ( C C ) C C . C C O C ( C ) = O . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1,O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c ( F ) n 1,O = S ( = O ) ( c 1 c c c c ( F ) n 1 ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 ( S ( N ) ( = O ) = O ) c c c c c 1 C ( O C C ) = O . c 1 ( C ( F ) ( F ) F ) c c c ( B ( O ) O ) c c 1 > C C O C ( C ) = O . N # C C . N # C C . C ( # N ) C . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O = C ( [O-] ) [O-] . [K+] . [K+],c 1 ( C ( F ) ( F ) F ) c c c ( B ( O ) O ) c c 1 . C C O C ( C ) = O . O = C ( [O-] ) [O-] . [K+] . [K+] . c 1 ( S ( N ) ( = O ) = O ) c c c c c 1 C ( O C C ) = O . N # C C . N # C C . C ( # N ) C . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 c c ( B ( O ) O ) c c c 1 O C . C ( F ) ( F ) ( c 1 c c ( n ( n 1 ) - c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N ) - c 1 c c c ( c c 1 ) C ) F > C C N ( C C ) C C . Cl C C Cl . F C ( F ) ( F ) S ( [O-] ) ( = O ) = O . [O-] S ( = O ) ( = O ) C ( F ) ( F ) F . [Cu+2],F C ( F ) ( F ) S ( [O-] ) ( = O ) = O . [O-] S ( = O ) ( = O ) C ( F ) ( F ) F . [Cu+2] . Cl C C Cl . C ( F ) ( F ) ( c 1 c c ( n ( n 1 ) - c 1 c c c ( c c 1 ) S ( = O ) ( = O ) N ) - c 1 c c c ( c c 1 ) C ) F . c 1 c c ( B ( O ) O ) c c c 1 O C . C C N ( C C ) C C,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c ( - n 3 n c ( C ( F ) ( F ) F ) c c 3 - c 3 c c c ( C ) c c 3 ) c c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c ( - n 3 n c ( C ( F ) ( F ) F ) c c 3 - c 3 c c c ( C ) c c 3 ) c c 2 ) c c 1
C ( O C ) ( c 1 o c ( S ( N ) ( = O ) = O ) c c 1 C ) = O . c 1 c ( c c c ( B ( O ) O ) c 1 ) C ( F ) ( F ) F > C O . C C N ( C C ) C C . C C # N . C C # N . C ( # N ) C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+],C O . C ( O C ) ( c 1 o c ( S ( N ) ( = O ) = O ) c c 1 C ) = O . C C # N . C C # N . C ( # N ) C . N # C C . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C N ( C C ) C C . c 1 c ( c c c ( B ( O ) O ) c 1 ) C ( F ) ( F ) F,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C
c 1 c c c c ( O C C O C ) c 1 S ( N ) ( = O ) = O . c 1 c c ( O C ) c c c 1 B ( O ) O > O = C ( [O-] ) [O-] . [K+] . [K+] . C ( C N ( C ) C ) N ( C ) C . N ( C ) ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C C # N,c 1 c c c c ( O C C O C ) c 1 S ( N ) ( = O ) = O . C C # N . O = C ( [O-] ) [O-] . [K+] . [K+] . c 1 c c ( O C ) c c c 1 B ( O ) O . C ( C N ( C ) C ) N ( C ) C . N ( C ) ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( O C ) c c 1,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( O C ) c c 1 ) c 1 c c c ( O C ) c c 1
N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . C O c 1 c c c ( B ( O ) O ) c c 1 > C C O C ( C ) = O . C N ( C ) c 1 c c n c c 1 . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O c 1 c c c ( B ( O ) O ) c c 1 . C C O C ( C ) = O . N S ( = O ) ( = O ) c 1 c c c c ( F ) n 1 . C N ( C ) c 1 c c n c c 1 . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1
O = S ( = O ) ( N ) c 1 n c ( c c c 1 ) F . O ( c 1 c c c ( c c 1 ) B ( O ) O ) C > C N ( C ) c 1 c c n c c 1 . C N ( C C N ( C ) C ) C . N ( C C N ( C ) C ) ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C C O C ( C ) = O,O ( c 1 c c c ( c c 1 ) B ( O ) O ) C . C N ( C C N ( C ) C ) C . N ( C C N ( C ) C ) ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C N ( C ) c 1 c c n c c 1 . O = S ( = O ) ( N ) c 1 n c ( c c c 1 ) F . C C O C ( C ) = O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c ( F ) n 2 ) c c 1
C O c 1 c c c ( c c 1 ) B ( O ) O . N ( C ) ( C ( = O ) c 1 c c c n c 1 S ( N ) ( = O ) = O ) C > C C N ( C ( C ) C ) C ( C ) C . C N ( C C N ( C ) C ) C . C N ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . Cl C C Cl,N ( C ) ( C ( = O ) c 1 c c c n c 1 S ( N ) ( = O ) = O ) C . C C N ( C ( C ) C ) C ( C ) C . Cl C C Cl . C O c 1 c c c ( c c 1 ) B ( O ) O . C N ( C C N ( C ) C ) C . C N ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 n c c c c 2 C ( = O ) N ( C ) C ) c c 1
C O c 1 c c c c 2 c ( S ( N ) ( = O ) = O ) c c c c 1 2 . C O c 1 c c c ( B ( O ) O ) c c 1 > C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2],C O c 1 c c c c 2 c ( S ( N ) ( = O ) = O ) c c c c 1 2 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C O . C O c 1 c c c ( B ( O ) O ) c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1
O B ( c 1 c c c ( c c 1 ) C ( F ) ( F ) F ) O . S ( = O ) ( = O ) ( c 1 c c c c c 1 I ) N > O = C ( [O-] ) [O-] . [K+] . [K+] . C C O C ( C ) = O . C N ( C ) C C N ( C ) C . C ( C N ( C ) C ) N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],S ( = O ) ( = O ) ( c 1 c c c c c 1 I ) N . O B ( c 1 c c c ( c c 1 ) C ( F ) ( F ) F ) O . O = C ( [O-] ) [O-] . [K+] . [K+] . C C O C ( C ) = O . C N ( C ) C C N ( C ) C . C ( C N ( C ) C ) N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c c 1 I,O = S ( = O ) ( c 1 c c c c c 1 I ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C c 1 c ( C ( O C ) = O ) o c ( c 1 ) S ( = O ) ( = O ) N . c 1 c c ( c c c 1 B ( O ) O ) C ( F ) ( F ) F > C C # N . C C # N . C ( C ) # N . C C # N . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C O C ( C ) = O,C C # N . C C # N . C ( C ) # N . C C # N . [P-] ( F ) ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C c 1 c ( C ( O C ) = O ) o c ( c 1 ) S ( = O ) ( = O ) N . c 1 c c ( c c c 1 B ( O ) O ) C ( F ) ( F ) F . C C O C ( C ) = O,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 C
c 1 c ( O C ) c c c ( c 1 ) B ( O ) O . c 1 c ( c ( c c ( c 1 Cl ) S ( = O ) ( = O ) N ) Cl ) F > Cl C C Cl . C C ( [O-] ) = O . C C ( [O-] ) = O . [Cu+2] . [Cs+] . [F-],C C ( [O-] ) = O . C C ( [O-] ) = O . [Cu+2] . [Cs+] . [F-] . c 1 c ( c ( c c ( c 1 Cl ) S ( = O ) ( = O ) N ) Cl ) F . c 1 c ( O C ) c c c ( c 1 ) B ( O ) O . Cl C C Cl,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c ( Cl ) c ( F ) c c 2 Cl ) c c 1
c 1 ( C ( F ) ( F ) F ) c c c ( c c 1 ) B ( O ) O . N S ( = O ) ( C c 1 n o c ( c 1 ) C ) = O > C O . C N ( C ) c 1 c c n c c 1 . F C ( S ( [O-] ) ( = O ) = O ) ( F ) F . [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . [Cu+2],F C ( S ( [O-] ) ( = O ) = O ) ( F ) F . [O-] S ( = O ) ( C ( F ) ( F ) F ) = O . [Cu+2] . C N ( C ) c 1 c c n c c 1 . c 1 ( C ( F ) ( F ) F ) c c c ( c c 1 ) B ( O ) O . N S ( = O ) ( C c 1 n o c ( c 1 ) C ) = O . C O,C c 1 c c ( C S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1,C c 1 c c ( C S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1
O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O . N ( C ) ( C ) C C S ( = O ) ( N ) = O > Cl C C Cl . F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . O = S ( [O-] ) ( = O ) C ( F ) ( F ) F . [Cu+2] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],F C ( F ) ( S ( [O-] ) ( = O ) = O ) F . O = S ( [O-] ) ( = O ) C ( F ) ( F ) F . [Cu+2] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . Cl C C Cl . N ( C ) ( C ) C C S ( = O ) ( N ) = O . O B ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O,C N ( C ) C C S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C N ( C ) C C S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C ( c 1 c c c c ( c 1 ) C ( F ) ( F ) F ) S ( = O ) ( = O ) N . c 1 ( B ( O ) O ) c c c ( c c 1 ) O C > O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . S ( C ( F ) ( F ) F ) ( = O ) ( [O-] ) = O . [Cu+2] . C C # N . O = C ( [O-] ) [O-] . [K+] . [K+],C C # N . O = S ( = O ) ( C ( F ) ( F ) F ) [O-] . S ( C ( F ) ( F ) F ) ( = O ) ( [O-] ) = O . [Cu+2] . c 1 ( B ( O ) O ) c c c ( c c 1 ) O C . O = C ( [O-] ) [O-] . [K+] . [K+] . C ( c 1 c c c c ( c 1 ) C ( F ) ( F ) F ) S ( = O ) ( = O ) N,C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) c c 1
c 1 ( S ( N ) ( = O ) = O ) c c ( c c ( Br ) c 1 ) C ( = O ) O C . O B ( c 1 c c c ( c c 1 ) C ( F ) ( F ) F ) O > C ( C ) # N . C ( C ) # N . C ( C ) # N . C ( C ) # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C N ( C C ) C C . C C # N,C C N ( C C ) C C . c 1 ( S ( N ) ( = O ) = O ) c c ( c c ( Br ) c 1 ) C ( = O ) O C . C ( C ) # N . C ( C ) # N . C ( C ) # N . C ( C ) # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O B ( c 1 c c c ( c c 1 ) C ( F ) ( F ) F ) O . C C # N,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 1
